review;sentiment
Want a great recipe for failure? Take a s****y plot, add in some weak, completely undeveloped characters and than throw in the worst special effects a horror movie has known. Let stew for a week (the amount of time probably spent making this trash). The result is Corpse Grinders, a movie that takes bad movies to dangerous and exotically low places.<br /><br />The movie utterly blew. My words cannot convey how painful it was to watch. This is not one of those bad movies that you and your friends can sit around and make fun of. This is not Plan 9 From Outer Space. This is a long, boring, sad waste of time. Corpse Grinders II is the biggest waste of energy and talent I have ever seen. I depresses me when I realize that people actually took time out of their lives to act in this shit, if you can call it acting. But than again, when you have poor direction, poor storywriting, poor everything, acting is the last thing to criticize.<br /><br />This movie is like a huge, disgusting turd that you yearn to quickly flush out of existence, fearful that a friend or loved one might somehow see it. I really with I could somehow destroy every copy of this film, so it will not pollute the minds of aspiring filmmakers. Thank you, Ted V. Mikels, for giving me new found respect for every movie I have ever seen. You have shown me what is truly awful, and why I should appreciate all those movies that are merely crappy or boring.;negative
"""It's like hard to like describe just how like exciting it is like to make a relationship like drama like with all the like pornographic scenes thrown like in for like good measure like, and to stir up like contro- like -versy and make us more like money and like stuff."" - Ellen, the lost quote.<br /><br />""Kissing, Like, On the, Like, Mouth And Stuff"" is like the best like artistic endeavor like ever made. Watching like Ellen's hairy arms and like Chris masturbating was like the height of my years-long movie-viewing experience and stuff. But before I like begin like breaking new U.S.-20-something-airhead records with the my ""likes"", let me like just briefly list like the high- like -lights of this visual like feast: <br /><br />1. Chris doing the deed with his genitals. And not just that: the way the camera (guided so elegantly by Ellen and Patrick) rewards the viewer with a full-screen shot of Chris's fat white-trash stomach after he finishes the un-Catholic deed - that was truly thrilling. I can in all honesty say that I've never seen such grace. Chris, you should do more such scenes in your next movies, because that is exactly what we needed as a continuation of what that brilliant, brilliant man, Lars von Trier and his ""Idiots 95"", started. A quick w*** and then a hairy, fat, white belly: what more can any movie-goer ask for?! Needless to say, I can sit all day and watch Chris ejaculate (in spite of the fact that I'm straight)... Such poetry in motion. Such elegance, such style. No less than total, divine inspiration went into filming that sequence - plus a solid amount of Zen philosophy. Even Barbra Streisand could not get any more spiritual than this.<br /><br />2. Ellen's hairy, thick arms. The wobbly-camera close-ups, so skillfully photographed by our two directors of photography (I can't emphasize this enough), Ellen and Patrick, often caused confusion regarding the proper identification of the sex in question. There were several scenes when we would see a part of a body (a leg, arm or foot), yet it was often a guessing game: does that body-part belong to a man or a woman? Naturally, Chris and his fellow artists, Ellen, Patrick and whatsername, cast themselves on purpose, because their bodies were ideal for creating this gender-based confusion. It was at times hard to guess whether one is seeing a female or male leg. Patrick is so very thin and effeminate in his movements, so hairless and pristine, whereas Ellen and the other girl are so very butch, what with their thick legs and arms. Brilliant. <br /><br />3. Brilliant - especially the way that neatly ties in with the theme of role reversal between the sexes: so utterly original and mind-blowing. Ellen behaves like a man, wants sex all the time, while her ex Patrick wants to talk - like a girl. Spiffing.<br /><br />4. Ellen's search for a Leftist mate. ""He must love 'The Simpsons', which is quite Leftist."" I am glad that the makers of this movie decided to break the long tradition of offering us intelligent Leftists. Ellen is such a refreshing - and realistic - change. The number of ""likes"" that she and her liberal friends manage to utter in less than 80 minutes is truly phenomenal (3,849, to be exact). They have managed to realistically transfer their real-life ineptness onto the big screen with a minimum of effort, and I applaud them for that.<br /><br />5. The close-ups of toes. Plenty of stuff here for foot-fetishists, which I think is a very liberal, highly commendable way of reaching out to sexual minorities. After all, shoe- and foot- fetishists are offered so little in modern cinema, so it's nice to see that someone out there CARES.<br /><br />KOTM, or rather, KLOTLMAS, offers more than meets the eye. It is not just a modest little film about shallow people engaging in hollow relationships while indulging in meaningless conversations. No, it's much more than that. It's about the light that guides all silly creatures; the guiding light that dominates the futile lives of various pseudo-artistic wannabes who just dropped out of film school, and plan to assault our senses with dim-witted drivel that will hopefully play well at pretentious festivals like Sundance and Cannes, enabling them to gain the necessary exposure hence some real cash for a change, with which they will later hire the likes of Sean Penn and George Clooney in promoting the saving of this planet and the resolving of ALL political problems this world faces. What better way to do that than by making porn at the very start? <br /><br />If Chris and Ellen did the camera here, as is clearly stated in the end-credits, then who held the camera while the two of them were in front of it? They probably hired some passers-by and shoved the camera into their hands...<br /><br />Go to http://rateyourmusic.com/~Fedor8, and check out my ""TV & Cinema: 150 Worst Cases Of Nepotism"" list.";negative
When I saw the elaborate DVD box for this and the dreadful Red Queen figurine, I felt certain I was in for a big disappointment, but surprise, surprise, I loved it. Convoluted nonsense of course and unforgivable that such a complicated denouement should be rushed to the point of barely being able to read the subtitles, let alone take in the ridiculous explanation. These quibbles apart, however, the film is a dream. Fabulous ladies in fabulous outfits in wonderful settings and the whole thing constantly on the move and accompanied by a wonderful Bruno Nicolai score. He may not be Morricone but in these lighter pieces he might as well be so. Really enjoyable with lots of colour, plenty of sexiness, some gory kills and minimal police interference. Super.;positive
"Why aren't more films (especially American) more like Meatball Machine? <br /><br />This is my first official on-line review and I am charged with ""electrical ecstasy"" after having chosen ""Meatball Machine"" as my first endeavor. This is a review, so I'll try to stick to mere reflection and gut emotion.<br /><br />I mean, this is one creative piece of work even though it is clearly inspired by the now classic TETSUO! So what if it's not all original? I own both of these films and though Tetsuo is one strange son of a bitch, Meatball Machine is far superior and can be sat through without the strong desire to indulge in a dose of mind altering drugs to clarify film significance. Meatball Machine is as elaborate in it's story as it is in its high influx of blood and gore. Thank you Jesus for Japanese Cinema!<br /><br />Simply put, the last time my dreams were overrun by visions of horror happened after watching Nightmare on Elm Street when I was 7 or so. I could picture in my dreams a tongue coming out of a telephone for weeks on end. This time (at 31) my dreams were pleasantly awe inspiring.<br /><br />In this film human bodies are host to Aliens whose sole purpose is to try and fulfill their never ending quench for human flesh and blood. Humans become flesh eating cyborgs!!! There's more!!! Fight scenes!! Great Music!! Great point-of-view shots! Decent acting by the woman Cyborg (at least better than her male counterpart). The fight seen in the end is worth watching ten or twenty times.<br /><br />Oh, and did I forget to mention it's a Love story! Wow, I hate love stories but this takes the cake!<br /><br />I can't wait to have friends over to watch this film once more just to see the reaction on their faces. Sadly, I took time to write this review because I'm afraid most friends and family wont understand Meatball Machine. The truth is America as a whole is not prepared for Meatball Machine.<br /><br />Lastly, My wife walked in while I was watching the climactic fight scene at the end and she was speechless. Normally she says something like ""why are you watching that junk?"" This time she had nothing to say. I was glad! <br /><br />This is not junk. This isn't just SPLATTER (splatter for the sake of splatter is also great). This is Art my friends. Art.<br /><br />CHACHO";positive
please re-watch all 3 series and do not go see this movie, the trailer is completely misleading and the 3 weakest characters in the series stretch a badly thought out 25min TV episode into the most painful 2hrs of my life, truly an awful film. tubbs and edward are in it for a few mins, micky has 1 line, and her lipp just reels out the same tired old puns, also mr briss's accent just changes about 5 times in the film tons of badly acted extras, and really a few laughs that they seem to recycle for 2 hrs i honestly feel this series has been completely ruined by this god-awful piece of crap..........batman and robin all is forgiven;negative
"I usually like comedy movies. I really enjoy them. But I don't really get the point of ""Envy"". I mean, it has a dull content/topic, and it's not really funny.<br /><br />Although the acting is generally good, it's not enough for the movie to get at least a bit interesting. Stiller and Black don't show all their talent in this movie.<br /><br />So, if you're about to rent a comedy, I suggest you definitely don't go for this one. Unless you want to get bored, and I can see I'm not the only one with this opinion, because even Jack Black apologized for it (take a look at Trivia).";negative
Naruto the Anime TV Series has so far spawned 2 feature length theatre movies, and a third one is coming our way this summer.<br /><br />The first one, which was released in the summer '04 was a fun adventure featuring the main characters of Naruto in an exciting adventure. However, one must be a blind, deaf and one legged chicken to deny that film's faults. Whilst the first was most definitely enjoyable, there were a lot of things that could be improved on. Naruto Movie 2, however, takes all of these aspects and excels upon them.<br /><br />The action first of all, was incredibly cinematic. The lighting, setting and style was three fold as effective as in the first movie. In the first we were given basic action, well animated and choreographed animation, but nothing eye popping, however this movie's cinematography was exceptional, the use of shadows and lighting combining together to make the action all that more intense was very effective and added to the force of the fighting.<br /><br />The animation was very good. It rivalled Disney, however since this is a movie about TV characters, there was nothing exceptionable about the character design or detail to the actual characters, however, the animation was incredibly fluid and realistic. I think they even used twice the amount of cels for each second because there was absolutely nothing jittery about the animation at all, it was incredibly fluid.<br /><br />The music... I think that's where this movie fails. The original composer/conductor for the TV show was used for the film, and I don't really feel that he did that good of a job. The music mostly reminded me of a lot of pieces used in old SNES games. The composer is very good, but the synthesisers used for the film couldn't convey the tune very well. However they didn't fail the film at all, adding as a good accompaniment to the action. But, except for a few violin/string pieces towards the end and some choral work, the music didn't excel any boundaries or act as anything special.<br /><br />The story was fun. It was a reasonably typical storyline for Naruto and was very similar to the first movies, except, again, it took everything that had been wrong with the first film's story and improved upon them. The characters were a lot more interesting and the way the story progressed was what kept me watching throughout the entire film. It kept making you think the film would be ending any second now, but then it would move on, but instead of feeling dragged out, the action and characters made everything still feel fresh and exciting.<br /><br />Overall, this film is a goodun, but however good it might be, it is most definitely one for the fans. I enjoyed the film, but thats because... I'm a fan! But I can see, just like with Final Fantasy's Advent Children, it doesn't excel as a movie, but merely acts as a fantastic serve of fan service for a good hour and a half. Though I think this film does act as a good introduction to the series for current non-watchers, it won't give a full effect for anyone other than those glued to Naruto screens. However, despite all this, it was a fun movie to enjoy during this depressing period of upsetting fillers.;positive
I saw this movie for the first time on a sick day from school about ten years ago. Compared to the made for Lifetime movies I usually watched, it became an instant though obscure favorite.<br /><br />I've seen it maybe twice since then. I think some parts are little cheesy, maybe the plot could use some more action.<br /><br />Nevertheless, it captures the fantasies and realities of children with uniqueness and warmth. The magical realism is on par with that of Amelie, and the heart with that of The Wonder Years. Despite the particular development of my tastes, I still find the subtle magic of this film, the lovable characters, and its simplicity enchanting.;positive
Ah, such an original title for a very shoddy film. The dubbing is hilarious since the voices and mouths never seem to match. As a result, I had no idea what was going on as I watched this mess unfold. There are flashbacks within the flashbacks and no real time takes place until towards the very end. The Aztec ceremony had me laughing. I rewinded it twice and got the best ab workout ever. The singing Aztec lady is comic naturale and the dancing and costumes are a hoot. Some guy gets a face full of acid, there's a lot of fighting, you have no idea who any character is (not that I really cared), and it's a whole noir mess. Oh, and the actual fight doesn't happen for awhile, so during the movie feel free to get up, take a nap, take a trip. You won't miss anything exciting.;negative
"This was an excellent movie with good acting and it keeps your attention through to the very end. Maybe people are either tired or uncomfortable with the subject matter and that's why it's being trashing so much. It could also be too deep for many of the viewers out there who give movies like the American Pie series higher ratings.<br /><br />Jake Gyllenhaal is a CIA analyst, not an agent, who is to observe an interrogation of an Egyptian man by Moroccans, not Egyptians. He's not supposed to be a hardened agent and so comes off as naive of the interrogation techniques used. This is more believable than if he were to come across as being an ""old hat"" at it.<br /><br />The story jumps around a bit and can be confusing, but it also makes you stay focused on whats going on until the end when everything comes together as the puzzle falls into place. The supporting actors did a good job of helping to carry the movie. I found the movie to be powerful and thought provoking.";positive
"A genius. My genius. I remember the exact second in 1994. I was sat in a pub in Shropshire, England. I recall the exact seat. ""Bill Hicks dies of cancer"" said the headline in the NME. I felt like someone had punched me in the stomach. Buy this DVD. If you don't find something in it one way or the other I'll be astonished.<br /><br />RIP Bill, I wish so much you were still here.";positive
OK heres what I say: <br /><br />The movie was excellent. I am a huge Nancy fan and I have read all 1-56 original books and I went on to read more. I am now on 96. Beware of villains giving this movie a lower grade than it should have. All clues point to a wonderful movie! I loved the whole thing. So what Nancy is in current time. She is still old fashioned like she is in the books! People who haven't read more than 5 books are complaining about the view of Nancy. I have read all of them and I think Emma is perfect and that Nancy was perfect. I found parts of the movie spooky. I loved the exciting car chases and get aways. I loved the clues. I solved the mystery myself! It was really wonderful. I suggest you go see it since people who have been complaining know nothing of A what a good movie is and B about Nancy Drew. Go see it. It may not be Oscar worthy but its really a good movie.;positive
Some people think of Sweden in a negative way: too neat, too clean, too serious, too organized and too Northern. A people tortured by their own religious fate and history, sometimes leading to depression and compulsive heavy-handedness. This need not be a problem for a filmmaker, as for example the late Bergman has shown us what can be cinematic possible under these conditions. Bergman used his identity as a starting point and did not explicitly comment on this identity as such.<br /><br />Andersson however does the reverse: He comments only on this identity hereby dissecting his people to the bone: In his world Sweden is equivalent for hell on earth. But he does not take this any further and for me this is just not art but merely annotation. Despite the exceptional amount of time it took to make this filmmaker has serious limitations he clearly cannot step out of.<br /><br />Compared to his previous movie Sånger från andra våningen / Songs from the Second Floor, there is also not much progress to be observed. The intention was that this was more accessible, but the difference is minimal and the few scenes that try to please a larger audience aren't the best in the movie. The same absurdism and minimalism also still apply, there is the one-shot camera position and the (lack of) action in front of this shot. Yes, the stills are well done, some of the scenes actually work and the coloring and positioning is amazing. But does that make an interesting movie? Thinking in a negative way, this is cinema taken a step backwards.<br /><br />Andersson's background as a maker of commercials shines through in the elaborate setup, but I find his movies about as empty as those commercials. There is a message about mankind, but it is trivial and without much depth.;negative
"This comment does contain spoilers!!<br /><br />There are few actors that have an intangible to them. That innate quality which is an amalgamation of charisma, panache and swagger. It's the quality that can separate good actors from the truly great. I think George Clooney has it and so does Jack Nicholson. You can look at Clooney's subtle touches in scenes like his one word good-bye to Andy Garcia in Ocean's 11 when they just utter each other's name disdainfully. ""Terry."" ""Danny."" You can pick any number of Jack's performances dating as far back as Five Easy Pieces in the diner to A Few Good Men and his court room interrogation scene. These guys just have it. You can add Denzel Washington to the small and exclusive list of actors who exudes that terrific trait in everything he does. If you look at some of his explosive borderline diatribes in The Siege to his impressive tribute to Malcolm X in Spike Lee's film of the same name, you can see that there is no finer an actor working today. I don't mention all of this to insinuate that Man On Fire is perfect just because of Denzel's work, but he is definitely the cog of the production. I was literally mesmerized with some of his scenes that are raw, emotional and incendiary all at the same time.<br /><br />Washington plays Creasy a former spy or CIA agent or one of those covert government operatives. He has pretty much hit rock bottom as he has become disillusioned with the life that he has led. He has killed and perhaps done things that are best left unsaid and this has made him a hardened and bitter man. His friend and perhaps mentor, played very reservedly by Christopher Walken, is living in Mexico making a very comfortable living by providing body guard services for the rich. Apparently the kidnapping business in Mexico is so vibrant that these paid former S.E.A.L.s and such can do very well while providing a needed service. Creasey needs the work and accepts a job with a well to do family who seems to be in some financial difficulty. Marc Anthony is fine as Samuel, Radha Mitchell is tantalizingly sexy as his wife Lisa and Dakota Fanning is just unbelievably and precociously brilliant as Pita. I don't know how a child of her age can have such range to play the characters that she does but her interpretation of Pita is nothing short of Oscar worthy. The film's entire first half is dependent on the relationship between Pita and Creasy and if there was a weaker actress in the role, perhaps that emotional synergy would not have come across so succinctly. But Fanning is nothing short of remarkable in the role.<br /><br />It is the relationship between Pita and Creasy that drives this film to the apex of cinema. Together they are perfect and there is a real bond developed between them. Tony Scott directs with a frenetic urgency and his eye for visual flare has never been better. I am interested to see how his next film, Domino, turns out. I think Scott is one of today's under rated directors and with more films like this one, his name will surely be elevated to icon status.<br /><br />The story has Creasy really taking to Pita, and vis-ca versa. There is a definite connection between the two of them and perhaps it stems from the fact that although Pita loves her dad, he is not around much. He is a philanthropist and obviously has little time to spend with his family. Soon, Creasy is taking Pita to her swimming competition. He is reading her bedtime stories and she is naming her teddy bear ""Creasy"". It's not just a friendship between them, it is more of a kinship, and a deep parental love seems to be present. <br /><br />The film changes gears when Pita does get kidnapped and held for ransom and Creasy is is almost fatally injured trying to protect her. This is where the story becomes thick with innuendo and ripe with deceit as the plot pieces get unraveled like an onion. And this is where Denzel becomes a tour de force. Like I said earlier, I have seen Denzel give some outstanding performances in films like Crimson Tide and Training Day, but never have I seen him like this. He is a man possessed and with the possibility of Pita being dead, he becomes a literal man on fire. It rages in him as he hunts down and dishes out his brand of comeuppance. Denzel's anger and acerbity are ubiquitous and not easily quelled as he hunts down each person responsible for Pita's violation. This all vigilante justice as the Mexican authorities always seem to be one step behind. <br /><br />Also what is paramount to this film's audacious brilliance is that there are few films that actually give the criminals their due comeuppance. I have often been frustrated to watch films where the bad guys get let off easily. They inflict all kinds of torment for the entire film and then they take a bullet and die. But not in this film. Writer Brian Helgeland sees to it that retribution here is unequivocal and it is painful. The perpetrators here feel Creasy's wrath and they experience the torment that he unleashes. There is nothing gimmicky about his brand of justice. He needs information and someone loses a finger. He wants answers and a homemade bomb is placed in places that are meant for other things. There is no punches pulled here and this is one of the true strengths of the film.<br /><br />Man on Fire is one the five best films of 2004. Now that it is out on DVD, my recommendation is to get the SE. It is loaded with bonus features that include about 6 hours of documentaries and different commentary tracks. 10/10";positive
"Like his early masterpiece ""The Elephant Man"" Lynch proves to his detractors that he can tell a straight, simple story without losing his artistic touch. This is a true story of an elderly retired man (expertly played by Richard Farnsworth) who decides to ride a tractor across a few states to pay a final visit to his estranged brother who now stands at death's door. A beautiful score from Badalamenti, exquisite photography of rural life (love those aerial corn-field shots), and a sly director's hand that reveals man's basic humanity, this is a beautiful slice of life film. Its extremely slow pace may lull some viewers to sleep, but those who stay for along for the ride will be well rewarded in the end.";positive
"Ever wonder why Pacific Islanders seem to automatically assume the sense of humour of Black Americans? regardless of their ethnic origins? Well this film will not provide any answers to this often pondered question - but it will provide an excellent case study.<br /><br />From its onset this film acts as a sort of ""Old School"" for Pacific Island New Zealanders, which immediately raises the question what exactly is the point of such a task. Is it meant to perpetuate ingrained stereotypes of Pacific Island New Zealanders? or is it intended to exploit this potential market? The story is weak, jokes humorless, and the ending is expected. This film has done nothing for New Zealand cinema, as it is merely an appropriated romantic comedy that is devoid of any merit.";negative
"This early film from director Bob Clark (""Porky's"", ""Black Christmas"", ""A Christmas Story"") didn't really pump my nads like I expected. In fact, it straight up annoyed me. It's about a theater troupe who sail to a burial island, consisting of dead criminals, where they plan to conjure some evil forces and resurrect some corpses... The leader of their group, a conceited black-magic enthusiast and possible homosexual, attempts to summon Satan's help with the re-animation of an exhumed body, which fails so they take the corpse to the nearby, deserted caretaker's house and play with it... Nothing interesting happens until the last fifteen minutes or so when the undead finally spring from their graves and go after the desecrater's. The make-up effects are okay, the gore is VERY minimal (PG rating), and the extremely irritating characters are focused on way to much, which really got on my nerves. I guess having group of terrible actors bickering for an hour was suppose to equal some ""comedic"" status, yet I found no humor in it, whatsoever. The entire concept is just ridiculous - how these kids are willing to dig up and monkey around with a dead body for as long as they did. The characters are stereotypical and bland and the movie is just plain boring... Don't waste your time with it...";negative
(This is a review of the later English release by Disney, featuring Alison Lohman, Patrick Stewart, and co.) <br /><br />I really wanted this film to be good. Really, really. I'm a huge fan of Princess Mononoke and Spirited Away, and after seeing all the glowing reviews on this earlier Miyazaki film, I was eager to see it. But I was shocked, shocked I say, at the quality of this film. Those later films boast well-crafted plots, 3-dimensional characters, and the best film music since...well...ever. This film just doesn't come close.<br /><br />Might as well start w/ the positive aspects, though. Like all Miyazaki films, this one is still very imaginative, with a bizarre fantasy/sci-fi setting, in a post-apocalyptic world where insects are the dominant species. Nausicaa can also boast some far superior animation to other films from its time. (though not as beautiful and fluid as Miyazaki's later films) And the English voice acting is quite well done.<br /><br />But this film...just...isn't...good... The characters are all cardboard - from saccharine sweet little Nausicaa, to the ruthlessly evil Tolmekians, to everyone in between. Once you've seen each of them for 30 seconds, you've seen all there is. And the fact that the plot just ambles along doesn't help.<br /><br />Then there's the music... Now, Hisaichi is hands down my favorite film composer, but Nausicaa doesn't do him justice. Half the music is 80's keyboards on overdrive, and it usually enters and leaves so abruptly that it distracts the visuals rather than helping them. I highly suspect that Hisaichi was told to compose a lot of the music before he even saw the picture.<br /><br />But wait! There's a great message with this film, right?! Let's all save the environment! Too bad that this film hits you over the head with it like a sledgehammer. There is a scene in which Nausicaa hugs a tree. No, really. I ain't kidding.<br /><br />It makes me a little sad to talk about how lame this film is. But for some reason all the other reviews on IMDb seem to adore it. And when the characters have to talk to themselves in extended sentences to tell you what's going on, that's lame.<br /><br />If you're the kind of person who worships anime, enjoys 80's music, and plants a tree every Arbor day, you will probably like this film. Otherwise, save your money for his later films, because they rock big time.;negative
"""ASTONISHING"" Screams the LA Times from the front of the DVD box. They must have been referring to the fact that such a sorry piece of crap was ever released. The film revolves around a bunch of girls who have a disease which forces them to become cannibals, and murder innocent people just to stay alive. Their skin peels off throughout the film, we also see severed legs, heads etc that are about as convincing as a Halloween Fuzzy Felt set. There is an awful lot of talking b*ll**ks, a bit of human cuisine and some weird zombie hunter chap who imprisons the sufferers of said skin illness in his closet strapped to a chair, before stabbing them in the head, chopping them into bits...<br /><br />You get the picture. Considering there is no acting talent on display at all, and the gore is laughably unrealistic, what is the point of this whole farrago? Again looking at the video box, the guy responsible for it is an ""underground cult director"". Would that be like those weird religious cults where they brainwash you into thinking one way when clearly the opposite is true? Because that's the only possible reason I can think of for anyone to derive pleasure by watching this tax write-off. Then, on the same paragraph he compares himself to Mike Leigh, Ken Loach and George Romero. HAHAHAHAHA oh stop it. Now you're just being silly.<br /><br />Do you enjoy this film? Are you offended by the above opinion? If so, you must be a member of said cult. Do they pocket your wages? Do they let you see other family members? Do they force you to watch Andrew Parkinson films till you think he's the best director since A.Hitchcock? Do tell... this sounds like a Panorama special brewing to me. And say hello to the critic of the LA times when you return to your colony, will you? 0/10";negative
"Deepa Mehta's ""Fire"" is groundbreaking, bold, and artistic. A masterful social commentary on the plight of the women from conservative, upper middle class Indian households, this is a film no one should miss. Shabana Azmi and Nandita Das give stellar performances by underplaying their characters as much as possible. A.R. Rahman's music is the work of the genius and almost plays the role of another character in the film. Mehta uses Rahman's score and together, they create such amazing sound montages that effectively portray the views of the world around Radha and Sita whenever they look to each other for support. This film is not about lesbianism as many have branded it. Lesbianism is just a part of the film. It is unfortunate that most people tend to write the film off calling it taboo instead of giving it a chance and looking at its real meaning.";positive
"Is this a good movie? It's hard to say -- but in 1953, for many people, it was a remarkably effective movie, suspenseful, scary and then, amazingly, actually touching when ""the old gentleman"" meets his unhappy death at the end of the movie.<br /><br />Yes, what lurks in the Maze turns out to be something of a surprise and, for a lot of people, a hilarious one. But the basic idea (ontogeny recapitulates phylogeny) was a very real one at the time the book was written, and does have some basis in fact. Not that it would ever result in what we see in the movie, of course.<br /><br />But working on what must have been a very low budget, one of the greatest production designers -- and the person for whom the term ""production designer"" was invented -- creates a very eerie mood that was strangely compelling. At times, of course, the movie is very silly, but it has its moments.";positive
"I've never seen the original ""House Of Wax"" so I really didn't know what to expect when I went to a sneak preview of the new film. After a somewhat wobbly start introducing our young characters, ""House Of Wax"" shifts gears and becomes an extremely effective horror outing.<br /><br />The plot really doesn't matter too much here - I think most people know upon seeing this that these stranded kids are going to meet up with a nasty killer and find some awful things in the titular house of wax. It's all about the special effects here, and they are top notch. Viewers who like their horror movies with lots of blood will be satisfied here, but there are other ghoulish effects as well. The production design and sets are excellent, and the cast makes the most of their under-written roles.<br /><br />Of course, many people are probably wondering just how Paris Hilton's performance is. To be honest, Hilton acquits herself quite well, and she doesn't portray ""herself,"" as so many people are predicting. Her character is sexy and sweet, and I think her good work will hopefully change a lot of people's opinions about her. Elisha Cuthbert is also good, moving up from her previous movie, the atrocious ""The Girl Next Door."" Her character is put through a lot, and Cuthbert proves to be a feisty heroine. Chad Michael Murray, like Hilton and Cuthbert, is pretty to look at, but unfortunately is not very convincing as the ""bad boy"" of the group.<br /><br />I predict good things for ""House Of Wax,"" as the audience at the screening I attended hollered, screamed and clapped through out many parts of the movie. Congrats to the cast and crew for a job well done.<br /><br />And a congrats to Paris Hilton for proving a lot of people wrong. Like she always says - ""That's hot.""";positive
This movie is a great attempt towards the revival of traditional Indian values which are being replaced by western ones.Its a joint family story showing all the ethics every person should follow while communicating with every single relative around.Shahid Kapoor gives a gr88 performance as a desi about to tie knot with Amrita Rao who is also very Desi and she also acts pretty well...The genre of the movie is the same as HAHK and such movies deserve to be made in India for the revival of old traditional values...The movies doesn't get 10 as it isn't very good at music which counts a lot in every movie,besides this it is flawless....;positive
80's comedies (especially ones with John Cusak) are awesome. Almost all are hillarious and instant classics and this film is no exception. Plenty of nods to other films (i.e. Godzilla and Jaws) through out the movie that are so hillarious you'll be laughing for hours. Some may complain that the movie is a little corny at times but hey it was the 80's and things were always a little cheesy. Throw in a young Demi Moore and an even louder Bob Cat and you have a laughfest on your fans. If you haven't seen this, you better soon!!!!!!;positive
"I enjoyed ""American Movie"", so I rented Chris Smith's first film, which I thought was a documentary too. In the first minute I saw that it wasn't, but I gave it a go.<br /><br />What a dead end film. Being true-to-life hardly serves you if you're merely going to examine tediousness, esp. tediousness that we're already familar with.<br /><br />I'm sorry, but will it come as a relevation to ANYONE that 1) a lot of jobs suck and 2) most of them are crappy, minimum wage jobs in the service sector??? I knew that before I saw the film. It didn't really provide an examination of that anyway, as while the film struggles to feel ""real"" (handheld camera, no music, etc.), what's going on hardly plays out as it would in the ""real world.""<br /><br />Would an employer be so cheerful to Randy when he picks up his check, after Randy quit on him after 3 days when the guy said he expected him to stay 6 months?? Or the day after abandoning his job (and screwing up the machine he was working on), that everyone would be so easy on him??<br /><br />A big problem is our ""hero""(?), Randy. This guy is a loser. Not because he's stuck in these jobs, or has a crummy apartment, or looks like one. He's a dope. He doesn't pay attention or even really try at these jobs. He has zero personalty. If I had to hire someone, he wouldn't make it past the interview.<br /><br />I'm looking forward to what Chris Smith does next, but guys, knock off the ""this-is-an-important-film"" stuff. ""American Job"" doesn't work.";negative
Cute Movie feel good movie I had never heard of this movie but ran across it while looking for something to rent. I had high hopes for this movie based purely on Flex being in this movie. I have never seen him in anything not worth while. True to form this movie delivered for me. I enjoyed the story. The movie is full of great actors and actresses. The hilarious Tasha Smith, Essence Atkins and of course Tangi Miller. I really liked this movie a lot. I didn't give it five stars because it did not discuss certain issues that I thought the movie should have detailed. The issue was apparently resolved but I would have appreciated a discussion resolving the issues. I liked the movie so much that I am now buying the movie after I've already rented and watched it.;positive
